322	2747
4455	2596
2437	4175
541	3204
2994	2993
1821	4175
2986	3849
80	2794
80	4254
687	4474
3124	3373
3124	460
3124	691
3373	460
691	3373
1578	444
1578	4237
1578	2811
1578	1877
2811	1877
1162	984
3019	965
15	2023
15	4418
2023	4418
2389	3260
4509	3260
373	2389
373	1549
2733	373
4238	2154
2389	3821
1512	3821
1512	2389
1234	1918
2301	1918
159	1234
159	2301
159	1918
1918	3977
2315	1918
4292	1918
159	3977
159	4829
64	2667
1106	2595
1106	3700
3237	3117
2763	3117
1206	3117
3858	4814
3554	4814
2200	3858
628	4138
2384	4314
4747	2384
363	4314
4747	363
2787	464
2787	4030
4030	464
2095	464
2095	4030
3312	3206
4236	82
2389	307
3416	3314
1407	4778
2036	4
2036	1697
1697	4
3808	1915
4956	278
3935	219
4956	4151
4114	3854
1093	1622
4086	1094
396	1094
3601	1094
2194	2757
2519	2757
1558	3318
1979	774
1979	1137
1979	982
1979	3928
4361	3492
3664	993
3269	2920
3269	2141
5030	52
508	717
4956	1752
541	279
4509	541
4434	541
541	3160
4509	279
4434	279
3160	279
4663	2095
1258	1107
1258	4607
1258	1767
1258	4719
1258	1287
4719	2814
2814	1287
2814	5023
2814	3103
2814	2712
2814	2224
2814	3627
2814	4582
2814	1362
2814	4302
2814	1705
2814	2610
2814	4924
2814	2360
3517	2814
622	2814
2814	988
2814	1903
2814	4869
2814	2031
2303	2814
4756	2814
1473	2814
2814	76
2814	3890
2814	4175
2814	3803
2814	2905
3890	2613
1473	2613
2613	3139
2613	3642
1821	2613
4175	2613
3139	229
3420	3139
250	3139
515	250
3417	250
250	4034
4239	250
250	3041
962	250
2326	250
1215	250
250	4421
250	4750
2678	250
1131	250
157	250
2004	250
250	1421
250	1235
2391	250
250	1982
1939	3191
1473	3191
3591	3191
3984	3191
1555	3191
3310	3191
4124	3191
3619	3191
3076	3191
526	3191
2181	3191
526	582
582	2181
582	3191
582	3076
1821	582
1473	582
582	3799
2036	3803
2036	990
2036	2642
2036	4637
2036	49
2036	2629
2036	3433
2036	3288
2036	557
2036	221
2036	2605
2036	4125
2036	1127
2036	156
2036	1320
2036	1982
4	1982
4	309
4	461
4118	4
4	197
4	2236
4	288
4	2686
4	1082
4	4936
4	2804
1222	2994
2506	1222
564	1222
1222	3070
1222	4048
1222	1253
1222	3086
1222	3368
2636	3314
2636	3291
2636	806
2636	811
2636	4366
2636	3419
2595	2636
2583	2636
2636	1954
2636	2547
2636	2695
3419	1982
4151	3419
1010	3419
3419	4982
1766	1697
1679	1697
290	1697
1697	1371
1697	1125
1697	1470
1697	4589
1697	2905
1697	1982
1697	2502
1697	3171
1697	494
2595	4364
2583	4364
4364	2502
4364	2804
3204	4364
1779	4364
351	4364
2891	4364
4364	473
2578	4364
3790	4364
1473	4364
4364	4880
4364	2425
1962	4364
3125	4364
4364	3406
4364	2136
4364	2871
3935	2871
3448	2871
59	2871
2871	1982
4801	3977
3475	2799
924	410
924	388
2919	924
803	924
803	410
2919	410
803	388
2919	388
803	5004
3345	410
581	2864
581	312
2864	401
581	401
848	2437
3206	3962
3962	3584
3206	3584
924	2757
4956	2796
4956	866
1119	3533
1119	780
4164	3553
4164	5040
4164	910
4164	3675
4164	780
4164	3533
1795	4164
4164	2124
4164	1129
4164	4713
4164	1399
1399	197
1399	924
1832	4922
4164	4922
910	4922
4392	4164
4164	547
4327	547
1195	547
4392	547
1717	547
1399	547
3675	4922
447	4922
3675	2489
1842	2489
4069	3675
347	4922
4164	4869
4164	4327
311	1592
4164	2218
4164	1592
3659	780
3659	4164
4164	5122
311	3675
1485	1613
1485	256
2389	256
1485	4591
256	4758
256	3859
256	3940
1485	2065
1485	4898
1485	2389
2389	2065
913	105
2389	913
913	3352
1485	913
2952	4898
3726	4898
4419	4898
4898	256
4898	4134
4898	1480
4898	4649
1485	4649
256	4134
256	1480
4649	256
3260	4134
3260	1480
4649	3260
1485	1962
3484	1962
3484	256
256	1962
4649	2946
2389	2946
2946	3260
2946	1480
2946	731
1485	2499
256	2499
4758	2499
4591	2499
1485	2946
4591	2946
4495	2946
827	1404
1924	3604
848	3413
5004	3413
1970	848
632	2363
2363	4531
2363	493
493	4531
3719	632
3719	1618
1877	3655
1578	3655
2811	3655
393	2193
393	2759
1815	3822
1815	1470
3739	805
3104	2798
3104	2367
103	3534
4457	3534
1955	3001
3979	1955
1266	1955
103	4457
103	2323
3507	3979
3507	1266
4662	2592
4457	4287
3979	610
4624	610
1512	2798
4457	3069
2323	1157
4457	610
4237	2811
4237	1877
4562	564
2198	4181
4812	3269
1006	1578
3241	1578
242	1578
2271	1578
3241	444
2811	444
4237	444
1877	444
1006	444
3655	444
1474	444
2271	444
242	3655
3241	3655
3241	2811
242	2811
2271	2811
1006	2811
1474	2811
3241	4237
3241	1877
2271	1877
1006	1877
1474	1877
3767	2319
2319	3910
3287	1924
1729	3416
4392	3553
1729	2820
2820	4241
2820	2194
2820	380
2820	2757
2820	924
2357	39
2357	822
2357	3979
2357	4502
2357	731
2357	2383
2357	5117
3057	773
3057	4312
3057	4807
2503	4576
477	4875
477	4908
477	2195
4025	3685
4167	1125
242	3553
109	1628
109	4074
109	3880
109	3235
3975	2067
522	2765
522	4461
522	4876
3235	522
3975	2495
3975	2978
2067	2978
2978	2625
951	4535
4535	3510
2341	2419
2341	2260
3713	2836
3677	800
2121	544
2121	2824
2121	2436
1288	3434
1288	411
846	1851
846	3164
846	1351
1580	2897
3716	910
1145	4744
56	732
56	2853
56	2221
2700	1488
2121	1832
4374	1832
1817	255
739	860
739	3740
739	514
739	1528
739	1825
739	1930
739	3152
860	1975
860	4659
860	626
860	615
860	2737
860	1864
860	2027
860	4507
860	4299
860	1056
3667	776
3667	192
823	3697
823	4523
2527	4381
3119	3016
3016	3554
3835	3554
557	3554
3703	3554
3554	2326
1357	3554
3016	3620
1204	1158
1757	2595
562	1106
4566	3340
3467	363
3630	4819
4875	1035
4325	456
4325	2562
4266	1894
267	2054
3538	839
2521	1235
4239	1235
4659	2521
3270	1377
1707	406
3561	3273
839	1405
839	4668
2521	3292
3292	3896
3292	396
3292	1208
3292	2406
1559	3845
79	3856
3273	1899
1899	73
1899	1756
1899	2900
1899	236
1899	1645
1899	2884
536	1320
3677	1320
2841	1841
2387	2370
3835	4998
3835	4422
2456	3998
522	2147
285	363
285	681
285	2798
271	2243
3598	2606
776	3611
257	4078
1953	2937
3906	2409
3906	5031
3906	2226
4381	3906
3906	108
3906	219
3906	4052
3906	4683
3703	3906
3906	3501
3906	25
4770	2124
206	2124
854	1213
482	3749
2561	3641
1757	2561
1722	4671
713	3664
713	5102
4388	782
10	3061
10	1471
3061	1471
154	2905
3670	2905
882	999
995	2578
4650	2578
154	2578
2196	2578
3611	2578
3611	4510
2573	2200
3341	263
3341	1681
3341	654
2355	3139
2701	756
798	2315
1645	2080
1208	3082
4535	52
2501	52
679	52
658	52
995	4625
4625	1037
2261	4820
2261	1098
2261	2545
2261	2458
4505	3517
1551	3350
1551	3336
3602	4247
1800	4494
1208	2161
1288	748
2406	2178
2178	974
2178	313
80	154
2037	3654
3273	1929
3654	4250
2374	3383
3505	2855
4851	2994
3677	718
2054	172
2521	515
4659	515
2606	515
3784	515
1938	515
1855	515
515	1421
4820	515
67	515
363	2391
2606	2391
1938	2391
1855	2391
4820	2391
4319	2391
2521	250
2412	250
3784	250
4820	250
4319	250
1267	4153
285	912
2474	2906
2906	2743
1081	325
4716	3174
3174	4121
4875	3841
1790	2201
4121	1284
2100	2013
2100	3827
2100	575
2100	4445
2100	4239
2100	4221
600	4898
4838	1821
4501	4269
2771	3137
1171	3871
1171	85
2201	3729
1544	1613
1544	396
1544	4708
1544	3448
536	259
4074	259
259	3448
259	1997
201	1116
201	519
2562	201
201	1229
353	1421
4250	1334
1334	3928
4876	1334
1014	3611
2571	3042
2571	318
1037	3421
318	1137
4876	1137
4961	572
1757	4961
4961	862
2836	1988
1988	3448
1988	3380
1597	2979
2265	3943
3277	2043
1212	3115
396	2031
318	2031
4239	2031
4639	2141
5073	982
3928	982
982	4134
2025	4525
1485	4034
3369	4034
925	4034
2648	4034
840	4034
1143	4034
3480	4034
4444	4034
4444	2380
519	799
665	4007
665	3933
1196	295
1624	1061
1624	4340
1624	4002
4032	3190
4444	141
4444	799
4444	665
4444	1184
4444	5045
4444	4693
4444	1957
4444	3451
4444	354
1176	2314
633	553
33	2310
361	2998
318	361
1014	3931
4283	248
3630	4283
4283	3430
3430	2946
1213	4479
4576	3728
3677	3621
4598	1915
1377	4398
3115	2491
4535	2170
4639	2170
80	2170
2170	982
1957	2170
2170	4498
3451	2170
2170	4527
2170	1523
2314	2170
30	4394
1492	656
208	967
208	1980
4007	208
208	3837
2243	4155
2054	4155
4716	2343
3787	3818
3787	1225
4197	393
4398	393
3358	393
4688	393
3112	393
4213	393
773	4338
255	1318
266	978
5065	609
5065	4587
4752	2392
347	2121
2121	1842
4803	3
3083	1073
4635	4344
2937	610
103	3661
103	2702
103	98
2531	3534
260	403
3760	3828
3760	901
954	437
954	1248
451	4898
5076	4960
3336	539
3350	539
2521	4820
4820	2447
3016	3649
1213	3649
5124	1214
5124	4038
5124	3701
5124	2283
2932	2077
2543	4853
2932	3915
3081	2356
3409	4497
5097	3533
5097	2706
2054	4741
4415	396
1158	4415
4415	2281
4415	576
4415	2362
313	4415
4415	1048
3886	4880
3442	2735
1046	1016
4985	672
2779	1781
2361	2779
995	2779
2779	396
1158	2779
2779	4132
2779	2172
2779	3801
2779	927
2779	4343
1752	2796
3740	4967
3740	5046
3740	4325
3740	1049
3740	2100
3740	2247
3740	4541
3740	1562
3740	4346
3740	3985
3740	1825
3596	564
858	3275
3204	2256
2797	376
154	4398
67	3275
3896	4956
3755	4956
1537	1752
3896	1752
135	1752
750	1752
2167	4128
2167	4145
4128	5086
4145	5086
4453	2814
969	1042
437	3448
1894	3999
437	3999
445	2470
661	2950
2054	1919
2573	4194
3306	2587
448	1287
3273	448
936	3095
4875	4419
3841	4419
2723	3269
3375	3269
4686	3269
835	3269
2788	3269
3370	3269
4220	3269
788	3269
3677	3269
1957	3269
2792	3269
2880	3269
3828	3269
2171	3269
2254	3269
1871	3269
3246	3269
3592	1364
406	5004
1132	2089
995	4987
2406	4987
1583	2775
1583	2827
243	42
243	1031
243	5047
1031	994
2293	2443
2293	731
776	1480
2293	4134
2791	2360
2791	4792
995	2791
2791	4244
1707	4390
1815	4390
4390	4983
4390	2085
4390	1287
2443	4390
4639	4390
4453	4390
3827	4390
4390	733
3275	4390
4390	3989
1957	4390
4498	4390
4390	3036
3451	4390
4390	4239
4390	2911
4390	4142
840	4390
3755	4390
4390	3579
360	308
360	3145
4250	3145
4876	3145
3654	3145
1213	2529
3358	828
2937	2961
1242	3373
4358	4053
4358	2335
3654	1937
3128	334
3128	2292
1111	4813
4000	2622
995	171
3654	171
4375	3460
1529	299
1529	1861
1529	5023
1529	2496
1529	2898
1529	2058
1529	2420
1529	1374
1529	4496
840	1529
1529	1796
1529	2878
1529	3309
1529	1226
1529	4294
3376	4939
3376	3113
4578	3811
3706	2010
2937	5075
4769	3968
3072	3254
3487	1897
5054	2967
3749	1389
4825	2189
4825	2410
3906	379
3975	3973
3973	4918
101	1129
